title,date,text
EastEnders’ Bobby Brazier dating stunning Twitch streamer as he makes first public appearance with her,2023-06-15T10:50:40.000000000+00:00,"ROMANCE is in the air for EastEnders star Bobby Brazier as he finds love with new influencer girlfriend Mia Monaghan.
The Sun can exclusively reveal that Bobby, 20, is dating 24-year-old Twitch streamer Mia, with a source telling us that the pair looked ""very loved up"" at last night's Taste of London event.
The couple made their first public appearance as they attended the food festival in Regent's Park.
Bobby looked in good spirits as he wrapped his arms around the social media star, who boasts a huge 52.9k followers on her Twitch platform.
The Albert Square actor looked trendy in a classic grey t-shirt and matching shorts, paired with some black sandals.
While TikTok star Mia sported a white midi dress with ruffle sleeves, with a thigh-high split along the front.
She finished off her chic summer look with a pair of sunglasses, white trainers and a gold pendent necklace.
Mia styled her dark tresses into a slicked-back bun and opted for a subtle make-up palette for the summer outing.
The happy couple beamed for a series of snaps, with Bobby flashing a big smile as he warmly embraced his new beau.
A source told The Sun: ""Bobby looked really happy with the stunning brunette. He couldn't keep his eyes off of her.
""The pair were laughing and joking around. They looked really cute together and seemed pretty in love.
""They both looked chuffed to be making their relationship public and were happy to pose for photos.
""It looked like they were having a lot of fun enjoying a day out together and were knocking back the champagne and oysters.
""Bobby looked really at ease as they chilled out in the VIP area.
""It was great to see the EastEnders lad find someone special - it looks like she really makes him happy.""
Mia is a social media star with a huge Instagram following of 195k and a staggering 373.8k fans on TikTok.
While her Twitch bio reads: ""Very epic gamer. I stream a variety of different games daily and spend a lot of time vibing with chat.""
Bobby - who is the son of the late Jade Goody - split from his model girlfriend Liberty Love last July.
Insiders said his relationship with model was over just two months after they went public.
The pair first went public last May, and attended a series of red carpet events together.
Back in October, he was snapped snogging two women at the National Television Awards, before eventually leaving the bash with a third girl.
At the time Bobby insisted: ""I'm very affectionate with my people. Can get me in trouble or situations sometimes but it's instinctive.
""Lots of rumours but bottom line is I just love a cuddle.""
Model Bobby is the son of TV presenter Jeff Brazier, 44, and Jade, who died of cervical cancer in 2009 aged 27.
He plays Freddie Slater, the son of Maureen “Little Mo” Slater, on the BBC One soap."
Target Adds Two Cents to Quarterly Dividend,2023-06-15T10:50:00.000000000+00:00,"The board of directors at Target has raised the retailer's quarterly dividend by two cents, or 1.9%, to $1.10 a share.
The new dividend is payable Sept. 10 to shareholders of record as of Aug. 16.
Target has now increased its annual dividend for 52 years in a row.

Write to Dean Seal at dean.seal@wsj.com

(END) Dow Jones Newswires
June 15, 2023 06:50 ET (10:50 GMT)
Copyright (c) 2023 Dow Jones & Company, Inc."
Citadel looks to credit bets as US recession looms,2023-06-15T10:50:00.000000000+00:00,"The prospect of the US economy going into recession later this year, has prompted Citadel boss Ken Griffin, whose firm racked up a record $16 billion return for clients last year, to increase his focus on credit trading, according to a report by Bloomberg.
In an interview in Hong Kong, Griffin reportedly said that his hedge fund is particularly focused on the high-yield credit market, with a mix of long and short strategies. “We’ll look at the credit markets as a source of opportunity,"" he said. ""Credit should be a meaningful contributor later this year, and next for Citadel.""
The Federal Reserve paused its programme of interest rate hikes for the first time in 15 months this week following a slowdown in US inflation in May, although Griffin is expecting one further increase before an extended pause.
According to Bloomberg Economics, the current baseline is for a US recession to start in the third quarter of this year, while a Bloomberg survey of analysts puts the probability of one occurring within the next 12 months at 65%.
According to unnamed Bloomberg sources, Citadel’s flagship Wellington fund is up 6.1% so far this year, while the firm’s equities, fixed income & macro, commodities, quant, and credit strategies all delivered positive returns last month."
Spotify removes protest song Glory to Hong Kong,2023-06-15T10:50:00.000000000+00:00,"The unofficial anthem of Hong Kong’s besieged protest movement has been quietly removed from music streaming services including Spotify and iTunes in the territory.
The authorities in the former British colony have sought to stop people being able to play Glory to Hong Kong, which has been sung by protesters since 2019.
Its final verse says: “Break now the dawn, liberate our Hong Kong/ In common breath: Revolution of our times/ May people reign, proud and free, now and evermore/ Glory be to thee Hong Kong.”
Spotify told Hong Kong media that the protest song had been removed by its creator and distributor, Dgxmusic, which said it was having “some technical issues” unrelated to the streaming platforms. “Sorry for the temporary effect,” it said."
"iPhone users switch to Android, but the real traffic is in the other direction",2023-06-15T10:50:00.000000000+00:00,"When choosing a mobile platform, most people are loyal to one of the two options available: iPhone or Android. But people do switch to the other side, with iPhone usually making the news for enticing Android switchers. That might upset the latter group, especially diehard fans who don’t like to hear that more people switch from their favorite OS to iPhone. But that’s always been the reality. We’ve been getting periodic reports on the matter, and the latest data further cements that idea. And it turns out that Google has bigger problems to fix to make Android more attractive to iPhone users than iMessage.
There are iPhone users who switch to Android, of course. And we have data on the matter that gives us an actual figure. But it’s hardly a match for the Android to iPhone switchers figure.
Consumer Intelligence Research Partners (CIRP) released two reports in recent weeks. One revealed that between 10% and 15% of new iPhone buyers in the US come from Android. The other mentioned the reasons why people switch from Android to iPhone. And iMessage was not the number one reason people wanted an iPhone.
CIRP followed up with a third report that also quantifies the number of switchers from iPhone to Android.
The new analysis shows that 14% of iPhone buyers came from Android in the US over the last 12 months. Comparatively, only 4% of Android buyers came from iPhone. That’s a huge difference in favor of Apple that can’t be denied.
Since we’re looking at percentages only, they might be misleading without knowing the market share of each operating system in the US. Thankfully, Statista has accurate data that show Apple and Google have practically split the mobile business in the US. There are no other options than iPhone and Android.
The most recent data (March 2023) says iPhone accounts for 53.1% of the US market, with Android coming in second at 46.46%. And Apple has been at the top since May 2020. The iPhone and Android user bases are roughly equal in the US. And that has been the case for several years.
Therefore, the difference between iPhone-to-Android and Android-to-iPhone switchers is significant. And it doesn’t look like Apple has anything to fear about losing that edge to Android. The previous CIRP report said that Android users who switch to Android are unhappy with their Android hardware or want new phone features available on iPhone.
In addition to looking at the number of iPhone-to-Android switchers in the latest report, CIRP also analyzed loyalty. Unsurprisingly, CIRP found that 94% of iPhone users chose to stick with iOS. Comparatively, only 91% of Android users were happy to stay on Google’s operating system.
Android users looking to switch to iPhone might want to wait for the iPhone 15 series, which launches in September. Meanwhile, iPhone users who want an Android phone are in for a wave of exciting Android releases in the second half of 2023.
The Pixel Fold phone will hit stores soon, with Samsung’s Galaxy Fold 5 and Flip 5 to follow. Also interesting are the Nothing Phone (2) and the Pixel 8 phones. And this only scratches the surface of what’s available on Android."
"Toyota plans EV with 1,200-km range that fully charges in 10 mins",2023-06-15T10:47:00.000000000+00:00,"New Delhi - Japanese automotive giant Toyota is planning an EV (electric vehicle) powered by a solid-state battery that would have a range of nearly 1,200 km (750 miles) and a charge time of only 10 minutes.
Elon Musk-run Tesla Superchargers give about 200 miles of charge in 15 minutes.
The company is also planning to introduce a high-performance lithium-ion battery to its next-generation EVs by 2026, as part of its new technology roadmap revealed on Tuesday.
The batteries will deliver quicker charging and around 1,000 km (620 miles) of range, putting Toyota's vehicles ahead of the competition.
""On the vehicle axis, through technologies such as the integration of next-generation batteries and sonic technology, we will achieve a vehicle cruising range of 1,000 km,"" Toyota said.
Last year, Mercedes-Benz unveiled its long-range 'Vision EQXX' concept car that travelled over 1,000 km on a fully charged battery -- longest-ever distance covered by an EV on a single charge.
Tata Nexon EV long-term review: Just 2 flaws! | TOI Auto
According to the automaker, the journey from Germany to the south of France started in cold and rainy conditions and was undertaken at regular road speeds, including prolonged fast-lane cruising at up to 140 kmph.
The automaker plans to go fully electric by 2030, setting a target for half of its global sales to comprise plug-in hybrids and EVs by 2025."
Sen. Sanders promotes College for All Act,2023-06-15T10:47:00.000000000+00:00,"Sen. Hassan tackles affordable housing for middle class
Updated: 2 hours ago
New Hampshire Senator Maggie Hassan is trying to make homeowning more affordable for middle class families."
Shock Emmerdale return as Caleb Miligan fights for his life in hospital,2023-06-15T10:45:58.000000000+00:00,"AN Emmerdale character is set to make an explosive return in the wake of Caleb Miligan's attack.
His son Nicky, played by Lewis Cope, will reappear after hiding out in the wake of the Home Farm scandal involving himself and Caleb.
Caleb will be left for deadCredit: ITV
It prompts Nicky to returnCredit: ITV
The duo had been plotting a take down on Kim Tate and her empire however for Nicky it all got too much to handle when he was forced to marry Gabby Thomas despite being gay.
Eventually, after telling Caleb about his sexuality and his secret boyfriend, Ally, he was supportive but insisted he must go through with the wedding to Gabby regardless in order to not scupper their plans.
Racked with guilt, he ended up confessing all to a heartbroken Gabby and quickly left the Dales in order to escape the inevitable fallout.
However, Nicky will made a grand reappearance next week after Caleb winds up in hospital.
Read More on Emmerdale
HIDDEN LINK
Emmerdale's Cain Dingle star Jeff Hordley reveals off-air connection to Caleb
BLAST FROM THE PAST
What happened to Eric's ex wife Gloria Pollard in Emmerdale?
It becomes clear that Nicky is left saddened to see his father in a coma.
The villagers will all be left watching over their shoulders as Caleb's attacker remains at large but who hates him enough to want to see him dead?
Among his visitors with Nicky are Charity, Chas and Cain but could they just be protecting their cover?
Viewers will see the Emmerdale troublemaker played by Will Ash attracts the attention of a mystery attacker and his life hangs in the balance.
Most read in Soaps
DEATH ON THE COBBLES
Here's what happened to Coronation Street favourite Ashley Peacock
new look
Coronation Street star looks unrecognisable as she lands huge new job
DANGER AHEAD
EastEnders hints at paedophile horror for Lily as Theo plies her with cash
blind hay-tred
Adam Barlow plots murderous revenge on Damon Hay in Coronation Street
Out on a woodland ridge, Caleb’s blindsided when the unknown figure rushes out and pushes him over the edge, leaving his lifeless body on the ground below.
A number of suspicious characters all return from mysterious outings as Caleb remains unconscious.
Who out of Cain, Mack, Leyla and Will is to blame?
Caleb will be fighting for his lifeCredit: ITV"
Saudi Arabia's RVCMC auctions 2.2m carbon credits,2023-06-15T10:45:36.000000000+00:00,"Saudi Arabia's Regional Voluntary Carbon Market Company (RVCMC) said it has held the largest ever auction of voluntary carbon credits at an event in Nairobi, Kenya.
Among the 2.2m credits sold at the auction were ""high-quality Corsia-eligible and Verra-registered carbon credits which can enable buyers operating in a range of industries"", RVCMC said. Corsia is the UN's carbon offsetting and reduction scheme for international aviation.
A total of 16 Saudi and international firms participated in the auction, with state-controlled oil giant Saudi Aramco, Saudi Electricity Company and Neom subsidiary ENOWA securing the largest number of credits. Among the other successful bidders were Gulf International Bank, Aramco's base oils subsidiary Luberef and the International Islamic Trade Finance Corporation. The auction clearing price was 23.50 Saudi riyals/t CO2e ($6.80/t).
Rwandan clean cookstoves with 2019-20 vintages made up 34pc of the basket of 2.2m credits, while South African wind with 2018-19 and 2018-20 vintages accounted for a combined 24pc. There were also clean cookstoves from Kenya, Uganda and Burundi, and wind and solar credits from Morocco, Turkey and Egypt.
RVCMC also signed two deals to develop carbon projects in Africa, one in Kenya with battery manufacturer Eveready East Africa and the other in Nigeria with Carbon Vista Nigeria, a joint venture between the Nigeria Sovereign Investment Authority and trading firm Vitol.
RVCMC was launched in 2022 by Saudi Arabia's sovereign wealth fund — the Public Investment Fund (PIF) — and the Saudi Tadawul Group, which runs the kingdom's stock exchange.
RVCMC auctioned 1.4m voluntary carbon credits in October last year. ""Our aim is to be one of the largest voluntary carbon markets in the world by 2030,"" said RVCMC chief executive officer Riham ElGizy."
SHI recognized for extraordinary contributions to Cohesity’s ecosystem,2023-06-15T10:43:17.000000000+00:00,"Somerset-based SHI International, one of the largest information technology solutions providers in the world, received the Global Cloud Services Partner of the Year Award from Cohesity, a leader in data security and management. The award was presented as part of Cohesity’s Global Partner Summit event.
The Cloud Services Partner of the Year Award is given to those who are successful in utilizing Cohesity Cloud Services to deliver their customers a hybrid or multicloud data security and management solution. This includes install, implementation, as well as workload specific professional services intended to accelerate a customer’s adoption and value realization.
“In today’s business landscape, robust and efficient cloud services are not a luxury, but a necessity. SHI’s leading cloud technology solutions and expert services enable businesses to operate seamlessly and innovate continuously,” Thai Lee, CEO and president of SHI, said. “Our collaboration with Cohesity strengthens our ability to deliver on this promise. Together, SHI and Cohesity provide comprehensive solutions for customers.”
“As a 100% partner-focused company, our partners are instrumental in serving and growing our joint customers,” Kit Beall, chief revenue officer at Cohesity, said. “We would like to recognize our valued partners who have provided exceptional contributions to the Cohesity ecosystem, and, most importantly, enabled our mutual customers to achieve their business goals with Cohesity’s next-generation data security and management solutions in 2022.”"
Sen. Hassan tackles affordable housing for middle class,2023-06-15T10:41:00.000000000+00:00,"New Hampshire Senator Maggie Hassan is trying to make homeowning more affordable for middle class families.
Your MAX Advantage Forecast
Lawmakers, advocates grapple with school choice system, funding
Right now, certain private schools in Vermont are on a list that allows them to take in students using public tuition dollars.
Sen. Sanders promotes College for All Act
Senator Bernie Sanders is holding strong on his opinion college should be free.
Sen. Maggie Hassan works on the Pray Safe Act
Senator Hassan is working on a bill that would keep mosques, synagogues, churches, and all other houses of worship safer.
Rep. Becca Balint appointed to two House Judiciary subcommittees
Updated: 3 hours ago
Vermont Congresswoman Becca Balint is settling in to her new role on the House Judiciary Committee with two new subcommittee appointments.
Community Calendar
RSS Feed
Politics
Eat Local
WCAX
30 Joy Drive
South Burlington, VT 05403
(802) 652-6300
publicfile@wcax.com - (802) 652-6324
At Gray, our journalists report, write, edit and produce the news content that informs the communities we serve. Click here to learn more about our approach to artificial intelligence."
"Sony still won't put new first-party games on PlayStation Plus day one, says exec",2023-06-15T10:39:59.000000000+00:00,"Sony is confident in its current PlayStation Plus strategy, and has no plans to change it right now.
Speaking with Eurogamer sister site GamesIndustry.biz, PlayStation's head of subscriptions Nick Maguire said putting games on to the service ""a bit later in the life cycle"" is working for Sony. Therefore, this will ""continue to be [its] strategy moving forward.""
""We're happy with our strategy,"" Maguire told the publication. ""Putting games in a bit later in the life cycle has meant that we can reach more customers 12, 18, 24 months after they have released.""
Watch on YouTube
Maguire commented the company has seen its customers get excited about these games' arrival on the subscription service, even though they are not day one releases.
""For us, that's working,"" the Sony exec explained. ""Occasionally, there will be an opportunity to invest in a day-and-date like Stray and we will jump on those when they come in. But for us, letting those [first-party] games go out to the platform outside the service first... that's working and that will continue to be our strategy moving forward.""
This is, of course, a very different approach to Microsoft, which regularly releases new titles on its Game Pass subscription service on the day of their release. This is true for smaller indie games, such as Sea of Stars, or the company's AAA big hitters like Starfield. It is a large part of Game Pass' appeal.
Meanwhile, when asked about Sony's approach to service-based games, Maguire stated the PS Plus team is ""constantly working out what the right strategy is"" while ""keeping close to it and thinking about the role that Plus can play moving forward"".
The exec shared the same response when asked about potentially including a PC offering into its current PS Plus deal, which is again something that Microsoft already does.
Elsewhere in the interview, Maguire shared some interesting PS Plus stats.
According to the exec, PS Plus has seen ""a billion hours of gameplay since that catalogue launched"" last year, with users spending on average seven times as much time on Sony's revamped subscription service than they did with PS Now in the year prior to its launch.
""And that's from a wider, bigger base of players,"" he shared, attributing this success to the ""quality of diversity"" included in the service's portfolio.
""It makes Plus attractive to many people and we've continued to find high quality, high calibre titles. That means that there's something there for nearly everyone.""
As for those titles, Maguire revealed that indie cat game Stray has had the most players of any PS Plus game, while Sucker Punch's Ghost of Tsushima has the highest number of gameplay hours.
""Four of the top ten over the year have been PS Studios titles, whether that's Spider-Man: Miles Morales, Horizon Forbidden West and even Ratchet and Clank Rift Apart, which only joined recently - that's climbing very quickly and growing month-on-month. These exclusive titles are really what's resonating. It's bringing people in,"" he shared.
For more on PS Plus, Sony recently revealed its games for June. Additionally, it has shared its plans to add cloud streaming capability to its PlayStation 5 titles. This, the company has said, will make it easier for us all to ""jump into [our] favourite games"" without having to download them.
""Our goal is to add this as an additional benefit to PlayStation Plus Premium as part of our ongoing efforts to enhance the value of PlayStation Plus,"" Sony said, with testing now in the ""early stages""."
NFL player lost $8 million in gambling last year,2023-06-15T10:39:38.000000000+00:00,"Feb 1, 2022; Inglewood, CA, USA; The NFL shield logo is seen at midfield at SoFi Stadium. Super Bowl LVI between the Los Angeles Rams and the Cincinnati Bengals will be played on Feb. 13, 2022. Mandatory Credit: Kirby Lee-USA TODAY Sports
The NFL may be starting to realize that allow players to gamble is not such a good thing.
The NFL recently suspended five players — including four Detroit Lions — for their sports betting activity. An Indianapolis Colts player was also investigated for his “pervasive” sports betting.
But nothing may be worse than one story that is just receiving attention this week.
Pro Football Talk’s Mike Florio reported on Wednesday that one NFL player lost $8 million from gambling in 2022.
Florio did not disclose the identity of the player — it’s possible he wasn’t even told who it was — but that may not be as important as the underlying issue.
Professionally sports leagues used to keep sports betting as far away from the product as possible for integrity purposes. MLB took a particularly strong stance against sports betting (just ask Pete Rose) in response to the Black Sox scandal over 100 years ago. None of the leagues would allow a franchise to be located in Las Vegas. Now all the leagues have not only partnered with sports betting companies, but become investors in them. There are advertisements all over sports leagues promoting wagering, as well as sportsbooks inside stadiums.
We have seen coaches lose jobs, players get suspended, and college athletes investigated over sports betting issues.
Now we’re hearing about an NFL player who lost $8 million.
Charles Barkley has always said that gambling is “not a problem if you can afford it.”
All we can say is that hopefully the player can afford it, because losing that kind of money on gambling is not a good thing, and something that should cause the leagues to reevaluate their stance on sports betting."
2 American Tourists Found Dead Inside Their Luxury Hyatt Hotel Room In Mexico,2023-06-15T10:39:00.000000000+00:00,"Two Americans were found dead in their luxury hotel room in Baja California Sur, Mexico, on Tuesday, New York Post reported.
According to police, paramedics received a report Tuesday that the Americans were unconscious in their room. When they arrived at the Hotel Rancho Pescadero in El Pescadero, around 9 p.m. the two Americans, a man and a woman, had no vital signs.
The pair were pronounced dead at the scene, said police. The suspected cause of death was inhalation of gas, and there were no signs of violence on their bodies.
According to ABC News, the victims have been identified as John Heathco, 41, and Abby Lutz, 22, according to the Baja California Sur Attorney General's Office. Local police initially said both victims were in their mid-30s.
They had been dead for about 10 or 11 hours when they were found, according to the AG's office.
Their cause of death was ""intoxication by a substance to be determined,"" the AG's office said in a statement Wednesday.
Notably, Hotel Rancho Pescadero is a luxury hotel and a Hyatt property.
As per CBS News, there have been several cases of such deaths in Mexico due to poisoning by carbon monoxide or other gases.
In October last year, three Americans visiting Mexico City to celebrate Dia de los Muertos were found dead in their Airbnb rental. The three friends were staying in La Rosita, a neighborhood in the Mexico City borough of Cuajimalpa and close to the upscale Santa Fe business district.
An autopsy report obtained by Bloomberg Wednesday revealed that they likely died from inhaling carbon monoxide fumes. Security guards at the apartment building also had detected an ""intense smell of gas in an apartment""
In Mexico, proper gas line installations, vents, and monitoring devices are often lacking."
Britain’s Got Talent winner Viggo Venn lands first major project after shock victory on ITV show,2023-06-15T10:32:10.000000000+00:00,"BRITAIN'S Got Talent winner Viggo Venn has landed his first major project after his shock victory on the ITV show.
The Norwegian comedian caused a bit of controversy when he was announced as the winner of Britain's Got Talent earlier this month.
Britain's Got Talent winner Viggo Venn has announced his debut UK national tour
Viggo was the surprise winner of the ITV talent contest earlier this monthCredit: Rex
His victory even prompted hundreds of Ofcom complaints - despite the fact he won by a clear mile when the voting figures were released.
Now Viggo, 34, is continuing to push his career into new and exciting areas and has now revealed his first ever UK national tour.
The show - called British Comedian - will see Viggo bring his own unique brand of joy and fun to 20 venues across the country later this year.
Viggo said: “I have been receiving thousands of videos on Instagram from young and old dancing around in hi vis vests and nothing makes me happier!
Read More on Britain's Got Talent
BGT AGONY
BGT semi-finalist dies aged 38 as Strictly pros pay tribute to 'beautiful soul'
BUZZED OFF
Britain's Got Talent slammed with hundreds of Ofcom complaints over Viggo Venn
""So excited to bring a show full of fun, quirkiness and surprises for everyone! Can’t wait to meet people and go on a highly visible UK tour! (I will bring Viggo-vests with me, if you forget yours!)""
Kicking off in Milton Keynes at The Stables on October 23 he will then head to St Albans, Glasgow, Salford, Guildford, London, Sheffield, Norwich, Brighton, Bournemouth, Southend, Exeter, Cardiff, Colchester, Nottingham, Swindon, Newcastle, Winchester, Leeds before concluding the tour in Taunton on February 21 2024.
Following his BGT win, Viggo admitted he had entered the competition as a bit of a joke.
Appearing on Lorraine, he said: ""I never in a million years thought that I was going to get to the final, or even win.
Most read in News TV
let's cook
Celeb MasterChef 2023 full line up with Emmerdale actress and Love Island stars
ITV SCANDAL
ITV boss reveals what would have happened to Schofield if he’d admitted affair
I’M RIDLEY BUSY
ITV cop drama get second series - but it's bad news for Line of Duty fans
how big?!
Naked Attraction guest leaves Anna Richardson speechless with 9-inch confession
""I was doing five-minute open mics, and that’s kind of the length of an audition on Britain’s Got Talent, so I thought it would be funny to enter as a joke.
""It’s kind of surprising for a clown to win because we’re supposed to lose and lose and lose.
""It’s our thing, then the one thing I won is Britain’s Got Talent. I’m not complaining though.""
Viggo will be bringing his unique brand of fun to 20 venues around the UK later this year
For all the dates and ticketing information for Viggo's tour, click here."
Amazon Prime Renews Gender Identity-Themed Series ‘Prisma’,2023-06-15T10:31:56.000000000+00:00,"“Prisma,” the groundbreaking Amazon Italian original series centered around identical adolescent teen twins who challenge gender norms in different ways, has been renewed for a second season.
The second installment of the show is being financed and distributed under a different business model than the first season with Germany’s Beta Film now coming on board as a co-financier and international distributor outside Italy.
Shooting is underway in and around the city of Latina, just south of Rome, on “Prisma” season two with director Ludovico Bessegato back at the helm. Bessegato, who previously gained local prominence as showrunner of “Skam Italia” – the hit Italian adaptation of the Nordic young adult drama – also serves as writer of “Prisma” 2. He is now working with Francesca Scialanca following his collaboration with writer Alice Urciuolo on the first installment that launched last year from the Locarno Film Festival.
The new season of “Prisma” will return to the tales of a group of restless teenagers from Latina, the small town in the Roman province which used to be a swamp until the land was drained under Fascist rule. The area is now known for modernist architecture, fertile agriculture, and a prosperous rural middle class.
“Prisma” 2 will feature the same returning cast, including Mattia Carrano who plays both twins Andrea and Marco. The rest of the ensemble of young rising Italian talents comprises Lorenzo Zurzolo; Caterina Forza; Chiara Bordi; LXX Blood; Matteo Scattaretico; Zakaria Hamza; Riccardo Afan de Rivera Costaguti; Flavia del Prete; Asia Patrignani; Elena Falvella Capodaglio; Andrea Giannini and Nico Guerzoni.
Just like the first season, season two of “Prisma” is produced by Rosario Rinaldo’s Cross Productions for Prime Video. Rosario and Maddalena Rinaldo are producing the second season. Cross Productions – which is owned by Germany’s Beta Film – has now reached a new agreement under which Beta is coming on board as a co-financier.
Under this innovative business model the second season of “Prisma” will go out exclusively on Prime Video only in Italy, while Beta Film will handle international sales in all other territories.
The deal sees Beta Film selling the second season of “Prisma” in all international territories outside Italy and also internationally distributing the second window of the first season of “Prisma,” which plays globally on Amazon, starting from next year.
Cross Productions CEO Rosario Rinaldo in a statement underlined how “An important distribution such as Beta Film now joins the strong collaboration between Prime Video and Cross Productions to handle international sales for this second season of ‘Prisma’ with the aim of reinforcing and supporting the growth of the Italian entertainment industry abroad as well.”
Commented Marco Azzani, country director, Prime Video Italy: “Announcing the second season of such a groundbreaking Italian Original series so beloved by the audience and praised by critics makes us very proud. “Prisma” is a truly diverse show and it represents everything we stand for here at Prime Video in showcasing new voices and talent.”"
"Domino’s Pizza is a buy as new initiatives kick in the second half, Stifel says",2023-06-15T10:31:27.000000000+00:00,"It’s time to buy Domino’s Pizza, according to Stifel. Analyst Chris O’Cull upgraded the pizza delivery giant to buy from hold. He also increased his price target to $350 from $320, implying 14.4% upside from Wednesday’s close. O’Cull thinks that “over the next 12 months, the company will stabilize delivery sales and continue growing carryout sales to new record levels. Better sales performance, lower commodity costs, and higher labor productivity should boost franchisee profitability, sparking greater unit growth.” The analyst pointed out that Domino’s shares have “performed poorly since 2021 as delivery sales have declined.” In that time, the stock is down 20%. DPZ mountain 2020-12-31 DPZ since 2021 O’Cull added that while he does not expect the company’s second-quarter results to show evidence that delivery sales are stabilizing — which would be a “key catalyst” for shares — he sees lower costs providing a boost to near-term earnings as Domino’s introduces new initiatives in the second half of 2023. “Carry-out sales should continue to be a significant growth opportunity,” O’Cull said. “While many investors have focused on the increasing competition for share in food delivery, we believe some may be overlooking the sizable opportunity for Domino’s to grow its market share in the carry-out segment.” New initiative plans for franchisees and a loyalty program and app relaunch later this year should also drive better results, according to Stifel. Domino’s shares were up 2% Thursday during premarket trading. The stock is down more than 11% year to date. —CNBC’s Michael Bloom contributed to this report."
CrowdStrike Chief Security Officer Shawn Henry Elected to CLEAR's Board of Directors,2023-06-15T10:30:00.000000000+00:00,"NEW YORK, June 15, 2023 /PRNewswire/ -- CLEAR (NYSE: YOU), the secure identity company, announced today that Shawn Henry, Chief Security Officer of CrowdStrike (NASDAQ: CRWD), has been elected to CLEAR's Board of Directors.
""Security is our top priority at CLEAR, and it has been fundamental to our business since we launched in 2010,"" said Caryn Seidman Becker, CEO and Chairman of CLEAR. ""Shawn has decades of experience in security and technology and a proven track record of leadership and strategic management skills. We are thrilled to welcome Shawn to CLEAR's Board of Directors – his expertise will be an invaluable asset.""
""I have been a fan of CLEAR for many years, and the company's visionary public sector-private sector partnerships have been a game-changer for secure air travel,"" said Shawn Henry. ""I am honored to be elected to CLEAR's Board, and look forward to supporting the company's mission to build faster, more secure and friction-free experiences.""
Mr. Henry serves as the chief security officer of CrowdStrike, one of the world's preeminent cybersecurity technology companies, and is among the market leader's longest tenured executive leaders, having joined in 2012. Prior to CrowdStrike, Mr. Henry served for 24 years as an FBI special agent, rising through the executive ranks. As Executive Assistant Director, he oversaw half of the FBI's investigative operations, including all FBI criminal and cyber investigations worldwide, international operations, and the FBI's critical incident response to major investigations and disasters, from 2010 to 2012. Mr. Henry also managed computer crime investigations spanning the globe, established the National Cyber Investigative Joint Task Force, and received the Presidential Rank Award for Meritorious Executive for his leadership in enhancing the FBI's cyber capabilities. Mr. Henry has served as a director of ShoulderUp Technology Acquisition Corp. since 2019, where he currently serves as the Chairman of the Board and on the audit committee. He holds a B.B.A. from Hofstra University, an M.S. in Criminal Justice Administration from Virginia Commonwealth University, and is a graduate of the Homeland Security Executive Leadership Program of the Naval Postgraduate School.
About CLEAR
CLEAR's mission is to create frictionless experiences. With more than 16 million members and a growing network of partners across the world, CLEAR's identity platform is transforming the way people live, work, and travel. Whether you are traveling, at the stadium, or on your phone, CLEAR connects you to the things that make you, you – making everyday experiences easier, more secure, and friction-free. CLEAR is committed to privacy done right. Members are always in control of their own information, and we never sell member data. For more information, visit clearme.com.
SOURCE CLEAR"
Target Corporation Increases Quarterly Dividend by 1.9 Percent,2023-06-15T10:30:00.000000000+00:00,"MINNEAPOLIS, June 15, 2023 /PRNewswire/ -- The board of directors of Target Corporation (NYSE:TGT) has declared a quarterly dividend of $1.10 per common share, a 1.9% increase from the prior quarterly dividend of $1.08. The dividend is payable Sept. 10, 2023 to shareholders of record at the close of business August 16, 2023. The 3rd quarter dividend will be the company's 224th consecutive dividend paid since October 1967 when the company became publicly held. With the increase announced today, 2023 is on track to be the 52nd consecutive year in which Target has increased its annual dividend.
About Target
Minneapolis-based Target Corporation (NYSE: TGT) serves guests at nearly 2,000 stores and at Target.com, with the purpose of helping all families discover the joy of everyday life. Since 1946, Target has given 5% of its profit to communities, which today equals millions of dollars a week. Additional company information can be found by visiting the corporate website and press center.
SOURCE Target Corporation"
Siemens' new investment plan to create more than a 1000 jobs - CEO,2023-06-15T10:30:00.000000000+00:00,"Siemens’ 2 billion-euro ($2.17 billion) investment plan, announced on Thursday, is more than double the company's cumulative investment spending over the past two years and will create over a thousand jobs, CEO Roland Busch told Reuters.
The head of the German engineering giant, which said it will build new factories, research and development centers and training sites around the world, added that the company would soon announce “a next wave of investments” in Europe and the United States.
Busch told reporters that 1.2 billion euros had already been allocated and the bulk of the remainder will be spent to expand production in Europe and the United States.
“There’s strong demand from the market and that’s why we have to build up to capacity,” Busch said in an interview from Singapore, where Siemens plans to spend 200 million euros on a new plant for its industrial automation division.
Operational from October 2025, the factory will mainly serve Southeast Asian clients, he said, with more investments in the region and India likely once those markets expand.
Busch said that the company had raised its growth targets in all areas in which it is active, without giving details, saying Siemens is ""bullish"".
The company is seeking to diversify its supply chains, but it stressed that Siemens was not seeking any moves away from China.
“We will keep on investing in China, and defending and expanding our market share,” he said, a day after meeting with Chinese Industry Minister Jin Zhuanglong in Beijing.
Siemens also announced on Thursday it was investing 140 million euros to expand its digital factory in Chengdu, China.
He said there is high demand for its automation technology in China and he expects the Chinese market to pick up in the second half of the year.
($1 = 0.9223 euros)"
